Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
875049f7-2ca3-35dc-8fd5-b46db36c8317,69eae27b-7445-3652-bd34-b535abe0b011,Hong136 Schneider199,F,GENERAL PRACTICE,9 BICKNELL ST,QUINCY,MA,021696003,42.252227399999995,-70.96584679278924,33,0
58ac9eb9-77b0-364c-bae8-64acef4f15d2,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Marcos263 Cronin387,M,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,2,0
781634f1-b86b-3be8-a482-83d081bd2d69,a7147477-c4dd-3018-b921-2707d7e098ee,Blair400 Kreiger457,M,GENERAL PRACTICE,164 PARKINGWAY,QUINCY,MA,021695020,42.245070088637796,-71.00313070924581,2,0
886b88f3-34e5-3e61-b657-3c5a3f6098ef,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Zachery872 Pagac496,M,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,86,0
70a59125-7599-329c-b245-52ed6dcf1e8c,d613e441-68e8-3502-8adb-3f770a1276bf,Emmaline88 Witting912,F,GENERAL PRACTICE,114 WATER ST,MILFORD,MA,017573007,42.13661855,-71.53474614336832,54,0
7f478a69-7f03-3e65-a32b-838c11f2c2fb,ace1ac31-036a-38fd-b451-b3b87157c717,Alejandra902 Thompson596,F,GENERAL PRACTICE,170 MORTON ST,BOSTON,MA,021303735,42.299067750000006,-71.10124351911541,23,0
deb88b0e-4c20-3979-b54f-abd32f18bdea,18061fd5-fda8-3e2d-87f0-0f3c87211bcc,Omer483 Koepp521,M,GENERAL PRACTICE,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,42.3875968,-71.0994968,61,0
fbe0001e-9246-3596-8209-fe2582cd68b6,c64c848c-0315-3115-87fa-80c360bb6a73,Sondra191 Zieme486,F,GENERAL PRACTICE,142 BERKELEY ST,BOSTON,MA,021164608,42.3489076,-71.0721378,25,0
2361f75e-7a8f-3c00-9eb8-10867ac94525,b3ada130-6443-3a8e-98c7-4ec127a2b0c4,Ned189 Haley279,M,GENERAL PRACTICE,ONE GREAT ROAD,ACTON,MA,017205601,42.4850931,-71.43284,11,0
22563d7a-0a6d-331f-b552-406d48990390,6cf8a214-8d57-3267-85e5-7719e15cd63e,Cindie288 Zulauf375,F,GENERAL PRACTICE,170 MORTON STREET,JAMAICA PLAIN,MA,021303735,42.299067750000006,-71.10124351911541,23,0
b66e0d72-933f-3d04-b680-c01a36696a00,13161e5b-02d2-3d19-8b48-26ef0becfc83,Erasmo545 Crooks415,M,GENERAL PRACTICE,165 CAPTAIN'S ROW,CHELSEA,MA,021504019,42.3917638,-71.0328284,3,0
7f607074-af6f-3263-8602-0b18bacfa34b,0fedae9f-701f-3317-9b2f-69aea2202cdc,Willian804 Batz141,M,GENERAL PRACTICE,88 EAST NEWTON STREET,WINTHROP,MA,021522715,42.3750976,-70.982827,155,0
8afc0d78-e8cd-3c59-befc-965d8be45ca2,9043e647-568d-3e87-9fc0-756a416392d3,Deandre599 Hartmann983,M,GENERAL PRACTICE,27 CENTENNIAL DR,PEABODY,MA,01960,42.52388415,-70.9519832,41,0
4f425c95-c8f5-3f5d-95bf-5a379508fd09,733fc7d0-7cf3-3995-82ef-a9883b807273,Daryl568 Yundt842,M,GENERAL PRACTICE,175 FRANKLIN STREET,NORTH ADAMS,MA,012472712,42.70707,-73.10094536747326,10,0
bee9f84c-3f45-3f2d-b7b3-de25fbc4e0b9,86bbc3aa-e927-3d56-9d77-ab701b4b2926,Tynisha348 Howe413,F,GENERAL PRACTICE,538 ROBESON STREET,FALL RIVER,MA,027205496,41.707225,-71.1432141111111,3,0
73e510a4-136a-3067-b1a1-f30c45c3e8e6,980d9bfa-a344-3bff-8c02-232dd0e8fd34,Waylon572 Lakin515,M,GENERAL PRACTICE,100 TRADE CENTER SUITE G-700,WOBURN,MA,018011851,42.4792618,-71.1522766,58,0
165a0d7a-7c38-3d18-a500-4fe15a05938b,440fa4b8-c731-3cf5-81d9-aa3f30a37b95,Joanna347 Abbott774,F,GENERAL PRACTICE,41 & 45 MALL ROAD,PEABODY,MA,019602901,42.5278731,-70.9286609,132,0
9c510c42-dde1-3ff7-a6af-3af30b98ec67,b0016371-afcb-37a6-8f90-5e3786e7806f,Shella455 Toy286,F,GENERAL PRACTICE,629 SALISBURY ST,WORCESTER,MA,016091120,42.2932691,-71.8390048,1,0
45cccdb1-3fed-353d-b611-3858cf2585fd,e9a24be5-b0a3-3fd2-a606-dd13498024ea,Estella474 O'Hara248,F,GENERAL PRACTICE,85 E MAIN ST STE A,NORTON,MA,027662307,41.971697,-71.17689334021827,57,0
0393f755-24be-3fd4-b688-8f7c16483c0a,945104f1-4b95-3eed-bd02-5efa0afbf34d,Lauri399 Keebler762,F,GENERAL PRACTICE,20 CENTRAL AVE # 506,LYNN,MA,019011201,42.46410018181818,-70.9465129090909,1,0
383de50c-a916-35c7-8303-e9e572ccb0e1,3076e02a-deac-3e81-96a9-1d32cbda6fca,Randy380 Kilback373,F,GENERAL PRACTICE,59 EASTWOOD CIRCLE,GARDNER,MA,014403901,42.567006649999996,-71.97817904424542,11,0
28851847-c184-3da0-8842-bc0ab6bcd3ab,fbd4ccdf-2fdb-3652-9bbe-1ccff886bd34,Alejandra902 Adame662,F,GENERAL PRACTICE,320 CENTRAL STREET  UNIT A2,SAUGUS,MA,019062372,42.4632069,-71.0093761,5,0
309a3468-f24f-34c9-8ff8-fe953f5c8e56,b9e35b8a-9831-32d8-a6dc-d7a546c126b0,Venus149 Blick895,F,GENERAL PRACTICE,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,011092550,42.1018764,-72.5886727,160,0
36dbb191-bc1d-3fd3-95ac-09ca3de07478,38508743-50d1-3429-8fe2-37e42ddaf20e,Marth98 Mayer370,F,GENERAL PRACTICE,164 HIGH ST,GREENFIELD,MA,013012778,42.595268700000005,-72.59288632376354,254,0
f5885065-4093-35c0-b6f9-1039d92efa17,1d87bbfa-19aa-3128-adca-420ff8d5a12a,Junior695 Pacocha935,M,GENERAL PRACTICE,771 CHURCH ST,NORTH ADAMS,MA,012474109,42.680927100000005,-73.09950699822534,68,0
946ee179-0867-3c79-ae56-caae74c638fa,5018c664-e283-30eb-932a-529d9a19b3b5,Rochell365 Stehr398,F,GENERAL PRACTICE,300 SOUTH ST,WOBURN,MA,018014979,42.473347,-71.144086,264,0
fc946e22-944f-33d7-a717-8255e96cacae,d4e48a16-0a60-3e90-81e5-c35b22ffe6af,Bertram873 Kutch271,M,GENERAL PRACTICE,856 STATE RD,NORTH ADAMS,MA,012473027,42.69967208677275,-73.16330754755236,2,0
130c7589-1047-3e93-b2da-5850455d235e,63cb4d95-04a9-3a35-b5d9-f89e0377a48d,Thanh759 Weber641,M,GENERAL PRACTICE,211 PARK ST,ATTLEBORO,MA,027033143,41.9419187,-71.2752081695297,117,0
e1033d80-52c3-3a24-bd8f-52c21273a119,6e290541-eba3-37fc-a3e2-e58f77e84c7e,Gregory545 Toy286,M,GENERAL PRACTICE,15 LENOX ST.,SPRINGFIELD,MA,011083122,42.085779,-72.55846414285715,49,0
76ecbb1e-c7c9-3d09-9921-72221d068651,ca62a361-9c79-32d1-92cc-ffc0d5d19679,Benedict104 Barrows492,M,GENERAL PRACTICE,19 HENRY ST,SHARON,MA,020671714,42.109147300000004,-71.20768205338297,44,0
60ba12aa-ed9f-3861-b330-9df40da80618,0d24cc89-3256-330c-b36d-d8de8babef84,Delicia67 Bernhard322,F,GENERAL PRACTICE,1030 FALMOUTH RD,SOUTH YARMOUTH,MA,026641218,41.6667779,-70.1847414,35,0
5fabad0a-03e5-305d-aa95-aeedbadb8670,db28cc9a-fdfb-35a6-aef7-ab9b933ef244,Clement78 Gleason633,M,GENERAL PRACTICE,8 DANA STREET,CAMBRIDGE,MA,021385402,42.3694992,-71.11011030010101,26,0
5ee6ec98-6ff5-30f4-a615-845897a4ad1a,5cd349bd-0515-3d84-b531-b9a07b4577f4,Benny518 Fahey393,M,GENERAL PRACTICE,1748 HIGHLAND AVE,FALL RIVER,MA,027204305,41.727794450000005,-71.13606963451934,1,0
5a25278a-10f4-3ea2-99a6-c45cbe5f5529,a6fb79e7-4abb-3a68-b62d-e501427fdca4,Barb55 Renner328,F,GENERAL PRACTICE,489 WASHINGTON ST STE 202,AUBURN,MA,015015709,42.187836,-71.83104,91,0
ead6c65c-0ae0-3435-b28c-7994386d0729,9d0e702d-50a0-3f4c-9126-0951d560fd4b,Otha286 Roberts511,M,GENERAL PRACTICE,189 MAY ST,WORCESTER,MA,016024339,42.25986305,-71.83597786023279,45,0
6b4888a1-dfa4-3b4d-9a51-128d8ba6e4fb,ea8d287f-b3a9-3800-8798-788e334ee406,Palmer257 Kuphal363,M,GENERAL PRACTICE,81 HIGHLAND AVE,SWAMPSCOTT,MA,019072928,42.4699241,-70.9171507,39,0
8fbb84a1-f3e0-31d8-a680-103af3da7158,c7542447-e06e-32cb-b6db-243c23a0dbc2,Chantell995 Krajcik437,F,GENERAL PRACTICE,30 WARREN ST,BOSTON,MA,021353602,42.3501483,-71.14393324457691,45,0
9a3f54e3-2605-38aa-8fb5-b648e2e4c428,aba3e6f6-4562-342e-b90f-dd61b117f394,Norbert530 White193,M,GENERAL PRACTICE,438 CHESTNUT STREET,SPRINGFIELD,MA,011072008,42.11291091861002,-72.59692685125127,4,0
85217d98-cff5-3ffe-b7f6-db367a9ec41e,47fb5a56-bee5-3ecd-9958-706b20831c82,Karey608 Torp761,F,GENERAL PRACTICE,600 CUMMINGS CENTER  SUITE 270X,WOBURN,MA,018016356,42.4792618,-71.1522766,29,0
0ca5f864-be22-3b55-9b1e-c3bac423a4ed,eee00932-ca82-36bc-b7e8-e3fff6dbaeaa,Cira533 Hane680,F,GENERAL PRACTICE,450 BROOKLINE AVE,WEYMOUTH,MA,021893141,42.2212188,-70.9391625,96,0
ac1b7088-f0bd-3b94-848a-f228182266e9,be509ccb-bfb7-3b87-8945-8426b689ef9d,Man114 Balistreri607,M,GENERAL PRACTICE,2049 DORCHESTER AVENUE,BOSTON,MA,021244742,42.3554334,-71.060511,8,0
dd61ca34-6bce-3fd6-b511-6ced05eedbea,065eba51-cef7-3976-8654-ba8e7df887ce,Lyndon118 Block661,M,GENERAL PRACTICE,1165 NORTH PLEASANT STREET,AMHERST,MA,01002,42.40927615,-72.52971238527101,3,0
f93f434d-a336-393b-9dd4-0568c4ecbc8b,8d5880eb-1dd8-31ea-b7c5-21709f3bb341,Nicholle822 Satterfield305,F,GENERAL PRACTICE,50 ROWE ST,MELROSE,MA,021763201,42.4592093,-71.06078096379728,36,0
0bd401e8-0c15-36a4-9e08-a873cfd803d1,dac75bc1-cbfa-306b-9a0a-88d5edf3638d,Addie421 Ebert178,F,GENERAL PRACTICE,170 COREY ROAD,BRIGHTON,MA,021358244,42.3433093,-71.14003855124017,4,0
e20dc688-057b-3864-bde6-57ade6b52af4,9d989fcf-4ad9-3972-ada3-f275d967781e,Dominic463 Miller503,M,GENERAL PRACTICE,100 TER HEUN DR,SANDWICH,MA,025632377,41.7579043,-70.4968152,272,0
5cd1e94a-bdb1-3114-b124-435d9434d4ab,b69bccdc-5ad3-3ded-a018-3cd8f369c9d2,Marleen824 Ziemann98,F,GENERAL PRACTICE,120 S MAIN STREET,CENTERVILLE,MA,026323246,41.649898300000004,-70.34309844876677,10,0
2f630a8c-9ea7-3404-b321-d186c1d4fad9,9f2f60a6-87a4-3f45-b753-b63b5b7e9993,Maricruz991 Considine820,F,GENERAL PRACTICE,332 HANOVER STREET,BOSTON,MA,021131901,42.3647421,-71.0536619,89,0
780a217b-0eca-3a11-8983-0f20c8e5f53c,0519b293-2e92-3eb3-aeef-233da0babc93,Joslyn677 Friesen796,F,GENERAL PRACTICE,40 PARKHURST ROAD,CHELMSFORD,MA,018241511,42.6198215,-71.36189212971482,4,0
b35c2c4b-7c6e-3ba6-aee6-a5f49343b232,bebc1dac-6c42-3225-b0ba-23278cdf2a62,Cherry401 Hackett68,F,GENERAL PRACTICE,464 MAIN STREET,AGAWAM,MA,010011826,42.07695165,-72.62026217030348,2,0
3fb9d8e5-10f5-3e9d-a8e2-409a69b3e34e,06cc2462-430f-3322-9c87-7e971125f510,Kai187 Mann644,F,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE COR,WESTFORD,MA,018863198,42.5792583,-71.4378411,78,0
527800d3-3312-33ad-ac33-80d6897aeeb9,dd456e39-9f82-303b-9c3f-5db0e82a437e,Victor265 Conn188,F,GENERAL PRACTICE,26 QUEEN ST,WORCESTER,MA,016102473,42.25930925,-71.81494729825698,41,0
b0600c57-3f44-3ae3-ba51-ee39b3981320,ee7fab6f-6438-394f-b1f2-3e452f8f055a,Trey250 Satterfield305,M,GENERAL PRACTICE,75 BRIMBAL AVENUE,BEVERLY,MA,019156009,42.570099299999995,-70.87108224250409,3,0
a19e5dd8-fd20-3bb2-a0d3-f5e7de0fc3bb,79508e39-d0b0-3613-9d54-168f6e1c3a18,Antonette454 Tromp100,F,GENERAL PRACTICE,200 GROTON ROAD,GROTON,MA,014502056,42.577352149999996,-71.57414587343038,21,0
ca777a7c-21f7-362c-9b72-3d63707837d5,352f2e3b-0708-3eb4-9f7e-e73a685bf379,Araceli695 Willms744,F,GENERAL PRACTICE,157 UNION ST,SOUTHBOROUGH,MA,017721215,42.3056501,-71.5245087,13,0
5d787822-6ba8-39ba-a74e-48e98ca2ab47,10ffe7b1-2f94-3f12-9288-679da05a1ec9,Odessa199 Hintz995,F,GENERAL PRACTICE,133 LITTLETON RD,WESTFORD,MA,01886,42.57056335,-71.41736646422413,71,0
661281ef-f669-3086-a275-e4d9dee35766,e6d63525-40f0-3391-a58a-e6a03598911f,Arron144 Kassulke119,M,GENERAL PRACTICE,400 STANLEY ST,FALL RIVER,MA,027206009,41.7148511,-71.13527009152534,38,0
0165ac96-945a-34ad-b9eb-755219d54e7c,3d5fbf38-c781-3e04-8c7e-5a402611b7d4,Enriqueta274 Barton704,F,GENERAL PRACTICE,260 ELM ST,SOMERVILLE,MA,021442951,42.3955992,-71.1227391,65,0
85a3aeb3-4b7a-3063-9993-1eac6f95f032,f43f97f2-af04-3ed0-a42e-3681718cc9b2,Jacques50 Quigley282,M,GENERAL PRACTICE,725 NORTH ST,PITTSFIELD,MA,012014109,42.4600752,-73.2492795834909,14,0
70be1272-c02a-3031-ab06-bdc42d693339,e119dcbb-0c33-3ec1-bf97-5f477799e5cb,Karey608 Kerluke267,F,GENERAL PRACTICE,312 MILLBURY AVENUE,MILLBURY,MA,015273622,42.22515325,-71.75735371350069,2,0
b1b2fabc-9a2f-38b1-a2e7-49d63053e3ee,7ac466c6-7968-33fd-882c-6d5418f88c8a,Alvin56 Hayes766,M,GENERAL PRACTICE,2 MEETING HOUSE RD,CHELMSFORD,MA,018242700,42.60140085,-71.35097894451894,68,0
865ddd2e-1b79-3399-8f78-02b923cc3d4d,88975fd9-b47e-3af6-af78-c58e1ecf0d5e,Barry322 Feil794,M,GENERAL PRACTICE,115 W SILVER ST,WESTFIELD,MA,010853628,42.1178811,-72.75935246865802,4,0
492c1910-4085-3f3f-a13b-bf9abdcc7981,94ac48ba-e215-3ab9-ba88-a0b926d29cef,Nerissa37 Hahn503,F,GENERAL PRACTICE,300 WINTHROP STREET,MEDFORD,MA,021552311,42.421527,-71.11834,1,0
52ebd8e2-a51f-3d84-a71c-c5c77d84e744,f438b8e0-d856-328a-b193-2b014fc4cb97,Karri995 Reinger292,F,GENERAL PRACTICE,981 VARNUM AVENUE,LOWELL,MA,018541913,42.64591185,-71.36487149058269,6,0
cceb9933-3841-3b4b-bad7-1a09e38994ab,48a6d3ab-50ef-349e-8945-2558a78f378e,Junior695 Kuhlman484,M,GENERAL PRACTICE,795 MIDDLE ST,SWANSEA,MA,027774114,41.730919,-71.208117,25,0
9a234309-a932-30d1-90b1-df239a9315bb,0a8a4b11-d0b8-3cd2-92cd-983de5189cfa,Angelena945 Nicolas769,F,GENERAL PRACTICE,111 BIRCH STREET,LYNN,MA,019021574,42.47859105,-70.93458444045801,2,0
9db3efd1-58eb-3361-a876-4f28e6ee1923,7b7ce654-a413-37d1-9d34-97240c0ac580,Landon622 Kihn564,M,GENERAL PRACTICE,1 WRENTHAM ST,BELLINGHAM,MA,020192532,42.025037350000005,-71.48945118224057,2,0
fea50b08-97e7-38bd-aca9-8a0dfc51d46b,281525ef-5743-34a8-9339-66c8b4be6668,Nilda678 Crona259,F,GENERAL PRACTICE,555 PLANTATION STREET,WORCESTER,MA,016052376,42.2907683,-71.7649752,1,0
8ec1e17d-39ef-3c29-b301-465ecb4e6d8c,3e97ce4f-3ad7-3cea-883f-e2bb4ca89d83,Fidel864 Swift555,M,GENERAL PRACTICE,30 NEW CROSSING RD,READING,MA,018673270,42.51809619399502,-71.0959083715027,8,0
f233e2ea-847a-3bd8-b983-111a7c0f551d,4f59f709-8b84-3d27-a04b-c6b7b5544413,Mario764 Aranda843,M,GENERAL PRACTICE,70 BOLTWOOD WALK,AMHERST,MA,010022271,42.3768779,-72.51840280783739,28,0
d97ce812-ecb1-3a9c-acbf-568c4c18e414,c4e5b33c-17b8-3f51-a8ba-a327d54e642a,Alton320 Dibbert990,M,GENERAL PRACTICE,94 N ELM ST,WESTFIELD,MA,010852917,42.1322823,-72.7436679,28,0
ed0091d8-594e-37ff-bea6-c68d267cb110,666c3e81-2ec6-3bff-9dcc-a704edd86960,Cassi819 McClure239,F,GENERAL PRACTICE,770 CONVERSE STREET,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,13,0
bef694f1-7849-363c-b28d-71926fcdd9c0,6afea80b-1e56-3487-a326-f4a979f92c28,Rueben647 Tillman293,M,GENERAL PRACTICE,34 BATES RD,MASHPEE,MA,026493280,41.61929295,-70.49056908851608,81,0
6fe288ad-6487-3ea6-b842-71ec03fd1371,82c72223-f521-3a34-9b9b-4ff366365399,Shon148 Reinger292,M,GENERAL PRACTICE,2100 DORCHESTER AVENUE,QUINCY,MA,021691870,42.2509914,-71.0037374,88,0
4fa6e743-413b-37cc-927c-c2e5c49d3bb1,15e26ce3-9006-3ce2-9327-493180a15ec1,Marlin805 Breitenberg711,M,GENERAL PRACTICE,6 GROVE ST,NORWELL,MA,020611534,42.172231693916025,-70.87836493029226,30,0
05fef24f-3741-3156-a8e1-527d00d8ee02,04b252db-4231-3cb5-963d-6f096fb4b97c,Horace32 Grady603,M,GENERAL PRACTICE,1177 PROVIDENCE HIGHWAY,NORWOOD,MA,020625019,42.194543,-71.1994976,1,0
ad8d8236-ecfd-3875-b3ad-6f7748a604bc,83579123-f29c-39b8-9f5f-8f79e91683c7,Armando772 Carrera906,M,GENERAL PRACTICE,100 CENTURY DR,WORCESTER,MA,016061244,42.3138278,-71.7707002,17,0
20e1afd5-f1c4-39d1-b156-917ea261e335,1de7e7d9-9a7a-3a3f-bf4c-b4de450711f2,Clelia416 Morissette863,F,GENERAL PRACTICE,198 LITTLETON RD,WESTFORD,MA,018863429,42.564282,-71.42620615382347,5,0
1d6db82e-a0b3-3d60-97cd-890614d1a211,497f39dd-280e-3d58-af5b-c5e3a3a09b10,Randy380 Bergstrom287,F,GENERAL PRACTICE,27 PARK ST,HYANNIS,MA,026015230,41.65363635,-70.27352219234834,73,0
c23269d8-67ac-3bb9-bb6d-2df048553275,a525d084-5a8f-3859-a048-2130a4092ec8,Linette249 Runte676,F,GENERAL PRACTICE,2 MOUNT ROYAL AVENUE  SUITE 350,MARLBOROUGH,MA,017521976,42.34042135,-71.57841367654626,2,0
e50dc7b8-fc6f-3be4-947a-34a84f775d2c,a2df2aea-9c53-31f4-baea-02ea5ea1e553,Almeta56 Lehner980,F,GENERAL PRACTICE,95 LAUREL STREET,GREENFIELD,MA,013013106,42.58163075,-72.61795013515538,15,0
af5dd17f-4eca-3863-b361-79ddd1fd9f35,d0e8679a-02c2-31bb-9d6f-4073835a6b1e,Olivia294 Valdez992,F,GENERAL PRACTICE,259 NORWOOD ST,SHARON,MA,020671099,42.142070399999994,-71.19701120843712,1,0
a38d8858-c904-3125-8ee5-a122378d982a,1ab2b5f9-cb95-3236-beec-9b9d4a407c61,Latoria810 Eichmann909,F,GENERAL PRACTICE,725 NORTH ST,PITTSFIELD,MA,012014109,42.4600752,-73.2492795834909,221,0
e7e22f38-cd6a-32a6-9cc7-bc2527a6783a,41e2a44c-477c-3511-96f9-12c476aa3b6a,Antwan357 Lindgren255,M,GENERAL PRACTICE,85 E NEWTON ST,BOSTON,MA,021183553,42.336277100000004,-71.07085295687423,18,0
792202ce-1049-3ef1-b130-e953b53f33a4,9d41e4fc-9507-3ddb-82ad-966046fca031,Cleo27 Lehner980,M,GENERAL PRACTICE,104 RANDOLPH ROAD,WORCESTER,MA,016062465,42.29955605000001,-71.79838133819244,5,0
e44ebfda-b1f1-3d49-9fc7-b1ce8703bb6e,5b0cd0a0-f277-3a66-bee6-d64b5be4a3f5,Waldo53 Hintz995,M,GENERAL PRACTICE,725 NORTH ST,PITTSFIELD,MA,012015493,42.4600752,-73.2492795834909,2,0
9fabd381-9963-3150-9660-1f83f4f1ed10,ad2dab07-4f85-3950-baaa-7c7cd2aa770c,Gertrud593 Kuhic920,F,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,016550002,42.2774799,-71.76166994969458,122,0
f373872a-8161-3f62-b736-2ae1265a1b4e,1853aeef-5897-326a-80d6-aa4b0459eb6d,Jewel43 Kassulke119,M,GENERAL PRACTICE,381 WICKENDEN ST,ATTLEBORO,MA,027032247,41.9438129,-71.2806515,2,0
02f43f55-6e58-3dec-8ffa-4f94c96ec779,c0a33465-d309-3d2a-932e-9d554a7cc19c,Rosario163 Gamboa193,F,GENERAL PRACTICE,100 CENTURY DR,WORCESTER,MA,016061244,42.3138278,-71.7707002,7,0
2805713d-3d2e-3e18-87cd-c7eda919c945,65bd3883-56ee-3eea-8e86-b7e677a30727,Dan465 Block661,M,GENERAL PRACTICE,150 FLANDERS RD,WESTBOROUGH,MA,015811017,42.2770724,-71.5679154706427,1,0
857c5d91-f6b6-3e20-aa48-cd3fa2d26a75,6450f09c-28fc-3815-abfb-62056b72e508,Bobbi508 Dicki44,F,GENERAL PRACTICE,20 RESEARCH PL,NORTH CHELMSFORD,MA,018632455,42.6389798,-71.3828403,31,0
452a6d77-b87f-36fa-982d-dae0ed6d1ad6,cac6f8b3-eafd-31b3-9fa3-8015752ccc2c,Homero668 Ibarra303,M,GENERAL PRACTICE,123 SUMMER ST,WORCESTER,MA,016081216,42.26496835,-71.79655403681465,32,0
242a5c11-4e3b-3aae-af50-9743faafe90d,6e517750-a29e-3170-a02b-5733ff523458,Levi940 Abbott774,M,GENERAL PRACTICE,101 BARRY RD,WORCESTER,MA,016091275,42.3030701,-71.8333408960994,44,0
